cd_equipamento;eventos;falhas;horas;litros;taxa_falha
5045;64147;63571;393.6477777777778;7035.668272222222;0.9910206245030945
5526;61807;61024;323.7102777777778;5419.785716666666;0.9873315320271167
5016;59341;58539;299.7002777777778;5567.508925;0.9864848924015436
5518;46545;45857;316.6019444444444;3768.067613888889;0.9852186056504458
5001;33351;32357;212.3827777777778;3884.7109611111114;0.9701957962279991
